state,year,quarter,brand,user_count,user_percentage
bihar,2022,1,Tecno,280644,0.015182536782665927
bihar,2022,1,Motorola,220543,0.011931137703494432
bihar,2022,1,Huawei,215004,0.011631483795913345
bihar,2022,1,Apple,158500,0.008574678525293786
bihar,2022,1,Others,1205491,0.0652157589282961
chandigarh,2018,1,Xiaomi,20555,0.23826911485139332
chandigarh,2018,1,Samsung,17266,0.20014373811842165
chandigarh,2018,1,Vivo,9360,0.10849909584086799
chandigarh,2018,1,Oppo,7948,0.09213149719478833
chandigarh,2018,1,Apple,7552,0.08754115083229007
chandigarh,2018,1,OnePlus,3638,0.04217090925951685
chandigarh,2018,1,Motorola,3105,0.03599248852413409
chandigarh,2018,1,Realme,2995,0.03471739231232902
chandigarh,2018,1,Lenovo,1965,0.022777855056336067
chandigarh,2018,1,Micromax,1558,0.0180599990726573
chandigarh,2018,1,Others,10326,0.11969675893726527
chandigarh,2018,2,Xiaomi,27862,0.2418177557520895
chandigarh,2018,2,Samsung,23093,0.20042701290585754
chandigarh,2018,2,Vivo,13375,0.11608328487489043
chandigarh,2018,2,Oppo,11129,0.09658997214001162
chandigarh,2018,2,Apple,9962,0.08646143431204922
chandigarh,2018,2,OnePlus,4466,0.038760968243084906
chandigarh,2018,2,Motorola,3914,0.033970091738341764
chandigarh,2018,2,Realme,3861,0.033510098160893606
chandigarh,2018,2,Lenovo,2511,0.021793280622119614
chandigarh,2018,2,Micromax,2049,0.017783525286628073
chandigarh,2018,2,Others,12997,0.11280257596403372
chandigarh,2018,3,Xiaomi,34852,0.2422077515931977
chandigarh,2018,3,Samsung,28614,0.19885609445907723
chandigarh,2018,3,Vivo,17910,0.12446748625714942
chandigarh,2018,3,Oppo,14437,0.10033149632018236
chandigarh,2018,3,Apple,12403,0.08619599285580258
chandigarh,2018,3,OnePlus,5178,0.03598507224117921
chandigarh,2018,3,Realme,4664,0.032412973528941645
chandigarh,2018,3,Motorola,4590,0.03189870250811367
chandigarh,2018,3,Lenovo,2926,0.020334554147873767
chandigarh,2018,3,Micromax,2395,0.01664431209301356
chandigarh,2018,3,Others,15924,0.11066556399546885
chandigarh,2018,4,Xiaomi,43505,0.24475799872852988
chandigarh,2018,4,Samsung,35417,0.19925512104283055
chandigarh,2018,4,Vivo,23567,0.1325873291813645
chandigarh,2018,4,Oppo,18698,0.1051944617911976
chandigarh,2018,4,Apple,15191,0.08546417098460171
chandigarh,2018,4,OnePlus,6197,0.03486416085784851
chandigarh,2018,4,Realme,5731,0.03224245697536386
chandigarh,2018,4,Motorola,5354,0.030121464778589794
chandigarh,2018,4,Lenovo,3148,0.017710566141763293
chandigarh,2018,4,Huawei,2838,0.015966514202771356
chandigarh,2018,4,Others,18101,0.10183575531513893
chandigarh,2019,1,Xiaomi,51075,0.24417353890283255
chandigarh,2019,1,Samsung,41609,0.1989195649575714
chandigarh,2019,1,Vivo,29056,0.1389076132425003
chandigarh,2019,1,Oppo,23095,0.11040994382693917
chandigarh,2019,1,Apple,17580,0.08404446038006454
chandigarh,2019,1,OnePlus,6880,0.03289111987570216
chandigarh,2019,1,Realme,6690,0.031982789530297595
chandigarh,2019,1,Motorola,6007,0.028717580972869607
chandigarh,2019,1,Lenovo,3406,0.01628301661288395
chandigarh,2019,1,Huawei,3364,0.016082227799689257
chandigarh,2019,1,Others,20413,0.09758814389864946
chandigarh,2019,2,Xiaomi,58356,0.24270605018320654
chandigarh,2019,2,Samsung,48067,0.19991349157166682
chandigarh,2019,2,Vivo,34791,0.14469782356439678
chandigarh,2019,2,Oppo,27444,0.11414121669113579
chandigarh,2019,2,Apple,20041,0.08335170251082395
chandigarh,2019,2,OnePlus,7595,0.03158805351877191
chandigarh,2019,2,Realme,7590,0.03156725822349952
chandigarh,2019,2,Motorola,6475,0.026929907377754858
chandigarh,2019,2,Huawei,3816,0.01587096935189383
chandigarh,2019,2,Lenovo,3595,0.014951817300853855
